powerbi-visuals,7
typemoq,7
eslint-config-xo,7
babel-preset-stage-0,7
form-data,6
grunt-contrib-connect,6
codecov,6
@types/restify,6
@types/history,6
lodash.isequal,6
@types/markdown-it,6
gulp-typedoc,6
@types/keytar,6
grunt-mocha-test,6
@types/requirejs,6
mv,6
rollup-plugin-json,6
@types/winreg,6
xmldom,6
gh-pages,6
babel-plugin-external-helpers,6
karma-browserstack-launcher,6
isomorphic-fetch,6
passport,6
esprima,6
babel-preset-stage-2,6
@ionic/app-scripts,6
karma-requirejs,6
@types/es6-promise,6
@types/debug,6
mock-fs,6
eslint-config-airbnb-base,6
babel-plugin-transform-class-properties,6
eslint-config-fbjs,6
request-light,6
mongoose,6
node-notifier,6
targz,6
escape-string-regexp,6
cors,6
wd,6
backbone,6
@commitlint/cli,6
vso-node-api,6
@ionic/storage,6
yauzl,6
json,6
@commitlint/config-conventional,6
highlight.js,6
copy-paste,6
lolex,6
node-forge,6
aws-sdk,6
get-port,6
@tensorflow/tfjs-core,6
@babel/preset-flow,5
grunt-saucelabs,5
@types/jszip,5
ignore-loader,5
@babel/register,5
gulp-coveralls,5
mini-css-extract-plugin,5
graphql,5
gulp-add-src,5
@types/dotenv,5
@types/copy-paste,5
@babel/parser,5
grunt-contrib-csslint,5
ssh2,5
@types/async,5
lodash.get,5
jasmine-reporters,5
grunt-contrib-cssmin,5
nconf,5
@types/request-promise-native,5
@types/minimist,5
jasmine-node,5
babel-preset-fbjs,5
babel-plugin-transform-es2015-classes,5
gulp-shell,5
@babel/preset-typescript,5
wallaby-webpack,5
babel-preset-stage-3,5
d3-format,5
serve,5
botframework-config,5
is-buffer,5
antd,5
isparta,5
angular,5
rx,5
yeoman-test,5
node-pre-gyp,5
vscode-json-languageservice,5
yeoman-assert,5
monaco-languages,5
vue-template-compiler,5
@types/file-saver,5
json-stringify-safe,5
react-scripts-ts,5
jshint-stylish,5
errorhandler,5
promise-polyfill,5
yazl,5
process,5
monaco-plugin-helpers,5
botbuilder-azure,5
lodash.debounce,5
file-saver,5
lodash-es,5
lodash.throttle,5
clone,5
connect-redis,5
@types/node-fetch,5
gulp-debug,5
botbuilder-ai,5
@types/react-native,5
child-process-promise,5
diff,5
npm,5
dompurify,5
gulp-bump,5
sequelize,5
@types/lodash-es,5
@types/jsdom,5
tree-kill,5
@types/chalk,5
onchange,5
repeat-string,5
@babel/plugin-transform-modules-commonjs,5
@types/tmp,5
resolve-url-loader,5
gulp-json-editor,5
selenium-webdriver,5
normalize.css,5
postcss,5
react-helmet,5
@types/gulp,5
@babel/types,5
babel,5
grunt-eslint,5
botbuilder-core,5
xregexp,5
@types/documentdb,5
gulp-connect,4
babel-plugin-transform-async-to-generator,4
@types/knockout,4
@types/react-bootstrap,4
github,4
grunt-replace,4
dotenv-extended,4
@types/execa,4
mysql,4
grunt-autoprefixer,4
micromatch,4
tunnel,4
@babel/generator,4
babel-plugin-transform-es2015-parameters,4
painless-config,4
promise-retry,4
rollup-plugin-replace,4
gulp-webpack,4
typed-rest-client,4
babel-plugin-transform-es2015-destructuring,4
powerbi-client,4
properties,4
html-loader,4
ionic-gulp-sass-build,4
history,4
querystring,4
bootstrap-sass,4
nodeunit,4
node-gyp,4
command-line-args,4
js-beautify,4
ionic-gulp-fonts-copy,4
isparta-loader,4
jsdom-global,4
portfinder,4
browserify-shim,4
ansi-colors,4
react-native-code-push,4
babel-plugin-transform-es2015-spread,4
gradle-to-js,4
azure-arm-containerregistry,4
jade-loader,4
commitizen,4
stylelint,4
browserify-istanbul,4
mocha-lcov-reporter,4
@babel/plugin-transform-classes,4
flux,4
grunt-shell,4
babel-plugin-syntax-trailing-function-commas,4
parse5,4
fancy-log,4
app-root-path,4
progress,4
@babel/traverse,4
wordwrap,4
ionic-gulp-browserify-typescript,4
babel-plugin-istanbul,4
@babel/plugin-syntax-dynamic-import,4
tslint-no-circular-imports,4
grunt-contrib-coffee,4
benchmark,4
babel-plugin-transform-regenerator,4
grunt-jekyll,4
d3-interpolate,4
qlimit,4
ionic-gulp-html-copy,4
webdriverio,4
@types/inquirer,4
botbuilder-dialogs,4
webpack-hot-middleware,4
sequelize-cli,4
ts-helpers,4
update-notifier,4
vscode-jsonrpc,4
clipboardy,4
seedrandom,4
ionic-gulp-scripts-copy,4
eslint-plugin-jest,4
gulp-jsdoc3,4
read,4
@types/js-yaml,4
@types/classnames,4
react-native-vector-icons,4
prismjs,4
eslint-plugin-jsdoc,4
karma-sauce-launcher,4
time-grunt,4
basic-auth,4
@angular/upgrade,4
gulp-git,4
@types/redux,4
regenerator-runtime,4
url-search-params,4
loose-envify,4
babel-plugin-transform-es2015-arrow-functions,4
jscs,4
mocha-teamcity-reporter,4
rxjs-compat,4
@types/enzyme-adapter-react-16,4
webpack-dev-middleware,4
bindings,4
@babel/plugin-transform-react-display-name,4
gulp-file,4
material-ui,4
tedious,4
expect.js,4
d3-time-format,4
split,4
azure-keyvault,4
vinyl,4
watch,4
acorn,4
color,4
node-pty,4
jest-fetch-mock,4
react-hot-loader,4
gulp-insert,4
react-relay,4
@babel/plugin-proposal-optional-chaining,4
url-join,4
globby,4
moment-timezone,4
@types/mockery,4
gulp-clean-css,4
react-dev-utils,4
@types/prop-types,4
chai-http,4
md5,4
grunt-csscomb,4
download,4
@babel/plugin-transform-react-jsx,4
d3-array,4
@types/body-parser,4
elementtree,4
@types/temp,4
qs,4
extend,4
web-component-tester,4
tslint-config-standard,4
rollup-plugin-sourcemaps,4
extract-zip,4
query-string,3
@types/angular,3
grunt-tsd,3
gulp-cssnano,3
toposort,3
string-replace-loader,3
electron-prebuilt,3
grunt-jscs-checker,3
rollup-plugin-buble,3
ora,3
relay-compiler,3
mstranslator,3
mz,3
error-ex,3
simple-update-in,3
optimize-css-assets-webpack-plugin,3
ng2-charts,3
electron-builder,3
metro-react-native-babel-preset,3
reselect,3
https,3
openmct,3
kes,3
botframework-schema,3
redux-mock-store,3
es5-shim,3
gulp-karma,3
jquery-ui,3
interactive-data-display,3
redux-promise-middleware,3
mobx-react,3
argparse,3
@types/mock-require,3
uglifyify,3
base64url,3
react-dnd,3
electron-packager,3
@microsoft/recognizers-text-suite,3
laravel-mix,3
pxt-common-packages,3
child_process,3
@babel/plugin-transform-parameters,3
babel-plugin-syntax-async-functions,3
node-dir,3
babel-plugin-tester,3
d3-color,3
gulp-vinyl-zip,3
gulp-install,3
gulp-ignore,3
@types/socket.io-client,3
javascript-natural-sort,3
getmac,3
gulp-exec,3
@types/es6-shim,3
vue-loader,3
karma-tamtam-bamboo-reporter,3
@types/d3-scale,3
lodash.camelcase,3
joi,3
babel-preset-es2017,3
normalize-path,3
@types/ssh2,3
@babel/plugin-transform-for-of,3
@babel/plugin-transform-spread,3
node-bourbon,3
base-64,3
d3-selection,3
@babel/polyfill,3
pretty-data,3
main-bower-files,3
octicons,3
gulp-preprocess,3
domReady,3
saucelabs,3
cz-conventional-changelog,3
mobx,3
front-matter,3
glob-promise,3
@babel/plugin-transform-block-scoping,3
eslint-plugin-markdown,3
babylon,3
prompt,3
gulp-csslint,3
escodegen,3
@types/which,3
fstream,3
draft-js,3
decompress,3
identity-obj-proxy,3
@types/nock,3
react-tabs,3
azure-iothub,3
@cumulus/api,3
eslint-config-strict,3
pg-hstore,3
donuts.node,3
gulp-autoprefixer,3
markdown,3
grunt-tslint,3
invariant,3
rmdir,3
gulp-democase,3
ps-tree,3
@types/xmldom,3
gulp-imagemin,3
botframework-webchat,3
mock-require,3
postcss-import,3
grunt-html,3
@cumulus/deployment,3
simple-git,3
gremlin,3
svg-inline-loader,3
node-libs-browser,3
deep-equal,3
sqlite3,3
react-json-tree,3
ghooks,3
@types/core-js,3
formidable,3
three,3
react-dnd-html5-backend,3
react-icons,3
lodash.clonedeep,3
eslint-plugin-filenames,3
@angular-devkit/build-angular,3
tempfile,3
promises-aplus-tests,3
sails,3
babel-plugin-transform-es2015-shorthand-properties,3
angular-mocks,3
mocha-multi-reporters,3
d3-shape,3
synctasks,3
wrench,3
decache,3
botframework-directlinejs,3
strip-ansi,3
autorest,3
@microsoft/microsoft-graph-client,3
hbs,3
grunt-jscs,3
websocket,3
@babel/plugin-transform-arrow-functions,3
gulp-less,3
minami,3
eslint-plugin-header,3
events,3
@babel/plugin-proposal-decorators,3
@types/chai-as-promised,3
@essex/pbi-base,3
to-string-loader,3
azure-arm-storage,3
primeng,3
unorm,3
memoize-one,3
rewire,3
karma-detect-browsers,3
ua-parser-js,3
code-push,3
pump,3
babel-plugin-transform-es2015-block-scoping,3
proxyquire,3
svg.js,3
google-closure-compiler,3
autobind-decorator,3
eslint-plugin-mocha,3
react-app-rewired,3
@essex/powerbi-visual-scripts,3
compare-versions,3
node,3
@types/mongodb,3
koa-mount,3
vscode-azurekudu,3
adal-angular,3
nullthrows,3
method-override,3
@babel/plugin-transform-destructuring,3
xcode,3
send,3
nodemailer,3
painless-config-resolver,3
@types/websocket,3
react-tap-event-plugin,3
wdio-junit-reporter,3
tap-spec,3
karma-htmlfile-reporter,3
adaptivecards,3
karma-sinon,3
react-native-button,3
@microsoft/recognizers-text-date-time,3
gulp-modify,3
react-addons-css-transition-group,3
JSONStream,3
@types/react-test-renderer,3
koa-static,3
replace-in-file,3
nsp,3
vega-embed,3
@microsoft/applicationinsights-common,3
gulp-chmod,3
babel-plugin-transform-es2015-template-literals,3
to-vfile,3
vscode-chrome-debug-core-testsupport,3
is,3
wdio-mocha-framework,3
html-entities,3
p-limit,3
nasawds,3
@microsoft/recognizers-text-data-types-timex-expression,3
babel-preset-latest,3
del-cli,3
rollup-stream,3
@cumulus/hello-world,3
semantic-release,3
tsutils,3
memory-cache,3
knockout,3
gulp-unzip,3
pegjs,3
slickgrid,3
unzip,3
redux-logger,3
gulp-tag-version,3
paginator,3
@types/supertest,3
babel-minify-webpack-plugin,3
gulp-gzip,3
sw-toolbox,3
gulp-jscs,3
passport-local,3
cpy-cli,3
hubot,3
nopt,3
immer,3
@types/qs,3
simplecrawler,3
readline,3
rsa-pem-from-mod-exp,3
vue-router,3
mime-types,3
deepmerge,3
babel-watch,3
@tensorflow/tfjs-node,3
@microsoft/applicationinsights-core-js,3
vscode-languageserver-protocol,3
@types/es6-collections,3
requestretry,3
recursive-readdir,3
@types/tar,3
big.js,3
validate-commit-msg,3
babel-plugin-transform-es2015-modules-commonjs,3
tempy,3
npmlog,3
read-text-file,3
eslint-config-google,3
react-router-redux,3
@types/sinon-chai,3
redux-observable,3
@aspnet/signalr,3
@types/md5,3
@types/chart.js,3
readline-sync,3
fbemitter,2
gulp-streamify,2
babel-plugin-transform-react-jsx,2
jscodeshift,2
babel-preset-stage-1,2
@babel/plugin-transform-template-literals,2
d3-axis,2
gulp-derequire,2
jstree,2
@types/cheerio,2
express-sslify,2
socket.io-client,2
googleapis,2
emojis-list,2
phantomjs,2
primer-navigation,2
taco-utils,2
find-up,2
express-jwt,2
snyk,2
@microsoft/tsdoc,2
gulp-open,2
@types/loader-utils,2
@types/redux-thunk,2
@types/react-router-redux,2
@storybook/react,2
@essex/visual-utils,2
buffer-crc32,2
line-reader,2
@microsoft/recognizers-text-number,2
git-credential-node,2
tone,2
napajs,2
azure-iot-device-mqtt,2
event-source-polyfill,2
statuses,2
d3-force,2
koa,2
node-localstorage,2
@microsoft/windows-admin-center-sdk,2
@types/d3-shape,2
resumer,2
react-devtools-core,2
react-virtualized-auto-sizer,2
through,2
babel-plugin-syntax-jsx,2
npm-shrinkwrap,2
vso-task-lib,2
@babel/plugin-transform-literals,2
@babel/plugin-syntax-flow,2
yamljs,2
coffee-coverage,2
sanitize-filename,2
babel-plugin-transform-es2015-object-super,2
vfile-reporter,2
read-package-json,2
passport-azure-ad,2
crypto,2
@types/clone,2
node-static,2
@types/run-sequence,2
matcha,2
argv-split,2
primer-table-object,2
karma-fixture,2
taco-tests-utils,2
filesize,2
natives,2
@microsoft/set-webpack-public-path-plugin,2
redis-metrics,2
lock,2
babel-plugin-transform-es2015-modules-umd,2
@essex/redux-dag-history,2
lodash.pick,2
grunt-compare-size,2
babel-plugin-relay,2
valid-url,2
azure-arm-iothub,2
download-git-repo,2
@types/react-hot-loader,2
path-exists,2
array-uniq,2
glob-parent,2
d3-dsv,2
electron-devtools-installer,2
downshift,2
unzipper,2
@types/signalr,2
@types/underscore,2
dagre,2
private,2
babel-plugin-syntax-flow,2
merge,2
@babel/plugin-transform-shorthand-properties,2
superagent-proxy,2
to-markdown,2
sails-disk,2
@babel/plugin-transform-regenerator,2
slash,2
in-publish,2
matchdep,2
madge,2
file-size,2
readable-stream,2
cookie,2
@types/del,2
systemjs-builder,2
brace,2
primer-marketing-type,2
fs-extra-promise,2
mock-spawn,2
sanitize-html,2
jest-resolve,2
@types/mime,2
sprintf-js,2
@types/react-dnd,2
proxyquireify,2
@types/moment,2
@types/d3-array,2
@types/cors,2
express-ws,2
@cumulus/sync-granule,2
@types/tape,2
aspnet-webpack,2
http-errors,2
flat,2
multirun,2
p-all,2
vega,2
react-sortable-hoc,2
material-ui-pickers,2
msal,2
hoek,2
webpack-sources,2
angular-cli,2
react-color,2
gatsby-plugin-react-helmet,2
bunyan,2
enum,2
grunt-contrib-jst,2
include-all,2
signedsource,2
fake,2
grunt-release,2
@babel/plugin-proposal-export-default-from,2
angular-sanitize,2
react-ga,2
tslint-no-unused-expression-chai,2
regenerate,2
primer-support,2
primer-breadcrumb,2
vscode-css-languageservice,2
windows-no-runnable,2
on-error-resume-next,2
teen_process,2
azure-iot-device,2
@types/node-forge,2
styled-components,2
testswarm,2
@types/redis,2
semver-compare,2
react-intl,2
@cumulus/discover-pdrs,2
jasmine-console-reporter,2
roosterjs-plugin-image-resize,2
azure-arm-cosmosdb,2
openurl,2
typescript-formatter,2
array-includes,2
@types/hammerjs,2
vega-lite,2
material-ui-icons,2
@angular/cdk,2
node-sass-chokidar,2
donuts.node-remote,2
@types/web-bluetooth,2
react-native-socket.io-client,2
fetch-mock,2
recursive-copy,2
gatsby,2
gulp-inject,2
deployr,2
gulp-tar,2
write-file-atomic,2
passport-github,2
grunt-sync,2
os,2
coffee-loader,2
get-stdin,2
htmlparser2,2
c3,2
diff-match-patch,2
noice-json-rpc,2
parse-git-config,2
babel-plugin-transform-es2015-block-scoped-functions,2
primer-tables,2
idevice-app-launcher,2
gulp-nsp,2
babel-plugin-dynamic-import-node,2
text-table,2
@types/unzip,2
@types/uglify-js,2
@uifabric/merge-styles,2
@types/react-tabs,2
lodash.set,2
grunt-git-authors,2
@types/filenamify,2
azure-iot-common,2
p-retry,2
@cumulus/pdr-status-check,2
react-docgen,2
roosterjs-editor-plugins,2
mocha-phantomjs-core,2
ansi-to-html,2
@types/react-json-tree,2
get-func-name,2
if-env,2
ts-md5,2
react-native-document-picker,2
protobufjs,2
@types/fetch-mock,2
grunt-jasmine-node,2
babel-plugin-syntax-object-rest-spread,2
opentype.js,2
taco-team-build,2
fast-glob,2
sax,2
retext-english,2
@types/promisify-node,2
typeahead.js,2
npm-modernizr,2
weak-map,2
everything.js,2
jsonschema,2
primer-page-sections,2
plist-with-patches,2
microsoft-speech-browser-sdk,2
gulp-line-ending-corrector,2
express-init,2
@uifabric/icons,2
chatdown,2
@types/chokidar,2
node-noop,2
terser,2
@emmetio/extract-abbreviation,2
express-validator,2
@cumulus/sf-sns-report,2
latest-version,2
azure-graph,2
aspnet-webpack-react,2
popper.js,2
type-detect,2
deep-eql,2
preact,2
env-cmd,2
@angular/material,2
rc-slider,2
ms-rest-js,2
react-native-confirmation-code-input,2
ol,2
typescript-tslint-plugin,2
webpack-notifier,2
flow-parser,2
jake,2
@babel/plugin-transform-function-name,2
setimmediate,2
d3-collection,2
prosemirror,2
bcryptjs,2
yo,2
@tww/terminus-maximus,2
@types/dockerode,2
mssql,2
git-repo-info,2
q-io,2
LiveScript,2
gzip-size,2
figures,2
serve-index,2
fast-binary-indexed-tree,2
expect,2
axe-core,2
botbuilder-cognitiveservices,2
redux-actions,2
react-keydown,2
linklocal,2
karma-chai-sinon,2
tar.gz,2
d3-scale-chromatic,2
react-select,2
enzyme-adapter-react-15,2
connect-mongo,2
escape-html,2
browsers-binaries-standalone,2
flatten,2
@cumulus/discover-granules,2
markdownlint-cli,2
webpack-assets-manifest,2
typescript-styled-plugin,2
zip-folder,2
kewlr,2
braces,2
pathval,2
@types/azure,2
@webcomponents/template,2
applicationinsights-js,2
es6-object-assign,2
regenerator-transform,2
gatsby-transformer-remark,2
gulp-cached,2
abortcontroller-polyfill,2
faye-websocket,2
markdownlint,2
plugin-error,2
@babel/plugin-transform-computed-properties,2
rc,2
brfs,2
azure-devops-node-api,2
ftp,2
babel-plugin-transform-es2015-function-name,2
karma-ng-html2js-preprocessor,2
@types/adm-zip,2
testdouble,2
@types/applicationinsights,2
mr,2
karma-qunit,2
js-tokens,2
primer-marketing-support,2
primer-page-headers,2
gulp-istanbul-report,2
jsdoc-parse,2
babel-plugin-transform-react-remove-prop-types,2
appium-base-driver,2
eslint-config-appium,2
vscode-html-languageservice,2
pretty-hrtime,2
@uifabric/styling,2
mocha-jsdom,2
metro,2
image-size,2
crowdin-cli,2
grunt-contrib-htmlmin,2
buffer,2
finalhandler,2
bundle-collapser,2
express-flash,2
webdriver-standalone-server,2
@types/socket.io,2
typescript-template-language-service-decorator,2
cordova-plugin-whitelist,2
component,2
fresh,2
assertion-error,2
donuts.node-ipc,2
@webcomponents/shadydom,2
native-base,2
d3-path,2
ping,2
grunt-contrib-jasmine,2
gulp-size,2
diagnostic-channel,2
karma-safaritechpreview-launcher,2
react-native-windows,2
stylus,2
spec-md,2
jwt-simple,2
make-node,2
datatables.net-dt,2
definitelytyped-header-parser,2
knox,2
grunt-livescript,2
fs-plus,2
primer-buttons,2
primer-marketing-utilities,2
path-to-regexp,2
cson-parser,2
appium-support,2
appium-gulp-plugins,2
nswatch,2
resub,2
amqp10,2
faker,2
react-simple-dropdown,2
cypress,2
redux-persist,2
filenamify,2
@types/strip-json-comments,2
uglifyjs,2
lodash.sortby,2
bcrypt-nodejs,2
cssnano,2
webdriver-client-test-runner,2
@cumulus/queue-pdrs,2
@types/get-port,2
travis-after-all,2
read-pkg,2
check-error,2
pretty-quick,2
react-native-datepicker,2
gulp-inline-ng2-template,2
iconv,2
azure-devops-extension-sdk,2
gatsby-source-filesystem,2
diagnostic-channel-publishers,2
sane,2
git-rev-sync,2
localtunnel,2
@types/assert,2
babel-plugin-transform-es2015-literals,2
cordova-serve,2
global,2
hsts,2
angular-ui-bootstrap,2
@types/mock-fs,2
require-css,2
react-codemirror2,2
@types/winston,2
tslint-ionic-rules,2
bootstrap-webpack,2
acho,2
primer-layout,2
primer-core,2
gulp-remote-src,2
url-search-params-polyfill,2
babel-preset-react-app,2
pre-commit,2
chrome-remote-interface,2
@types/html-webpack-plugin,2
express-joi,2
babel-template,2
eventemitter2,2
